	name	race	sex
2733	Mechtild	Hyur	Female
2734	Medguistl	Hyur	Female
2735	Meduil	Hyur	Female
2736	Mehbaht	Hyur	Female
2737	Mehdjina	Hyur	Female
2738	Mehryde	Hyur	Female
2739	Mehvan	Hyur	Female
2740	Mellow Mother	Hyur	Female
2741	Melodie	Hyur	Female
2742	Mender (Mord Souq)	Hyur	Female
2743	Mender (Night's Watch)	Hyur	Female
2744	Mender (Sharlayan Hamlet)	Hyur	Female
2745	Mender (The Bounty)	Hyur	Female
2746	Mender (Wright)	Hyur	Female
2747	Merchant	Hyur	Female
2748	Merchant & Mender (Camp Bluefog)	Hyur	Female
2749	Merchant & Mender (Camp Skull Valley)	Hyur	Female
2750	Merchant & Mender (Fallgourd Float)	Hyur	Female
2751	Merchant & Mender (Swiftperch)	Hyur	Female
2752	Merchant & Mender (The Bannock)	Hyur	Female
2753	Merchant & Mender (The Diadem)	Hyur	Female
2754	Merchant & Mender (The Hawthorne Hut)	Hyur	Female
2755	Merchant & Mender (Treespeak Stables)	Hyur	Female
2756	Merchant & Mender (Twine)	Hyur	Female
2757	Meriel	Hyur	Female
2758	Merilda	Hyur	Female
2759	Merry Maid	Hyur	Female
2760	Meryall	Hyur	Female
2761	Meryell	Hyur	Female
2762	Meryld	Hyur	Female
2763	Midlander Maiden	Hyur	Female
2764	Mihsaja	Hyur	Female
2765	Milburh	Hyur	Female
2766	Miller in Need	Hyur	Female
2767	Millicent	Hyur	Female
2768	Millith Ironheart	Hyur	Female
2769	Minasoko	Hyur	Female
2770	Minato	Hyur	Female
2771	Minazuki	Hyur	Female
2772	Minfilia	Hyur	Female
2773	Miriela	Hyur	Female
2774	Misago	Hyur	Female
2775	Modern Aesthetics Saleswoman	Hyur	Female
2776	Modest Matron	Hyur	Female
2777	Moonfire Faire Chaperone (2014) (Airship Landing)	Hyur	Female
2778	Moonfire Faire Vendor (2015)	Hyur	Female
2779	Moonfire Faire Vendor (2018)	Hyur	Female
2780	Moonfire Faire Vendor (2019)	Hyur	Female
2781	Moonfire Faire Vendor (2020)	Hyur	Female
2782	Moonfire Faire Vendor (2021)	Hyur	Female
2783	Moonfire Faire Vendor (2022)	Hyur	Female
2784	Moonfire Faire Vendor (summer2023)	Hyur	Female
2785	Morgayne	Hyur	Female
2786	Motherly Matron	Hyur	Female
2787	Motte	Hyur	Female
2788	Mowen	Hyur	Female
2789	Muddled Researcher	Hyur	Female
2790	Murie	Hyur	Female
2791	Muriel	Hyur	Female
2792	Musical Rabbit	Hyur	Female
2793	Mylla	Hyur	Female
2794	Mysterious Maiden	Hyur	Female
2795	Nabaath Citizen	Hyur	Female
2796	Namai Elder	Hyur	Female
2797	Namai Farmwife	Hyur	Female
2798	Namai Maiden	Hyur	Female
2799	Nameless Conjurer	Hyur	Female
2800	Nanohana	Hyur	Female
2801	Nashmeira	Hyur	Female
2802	Nell Half-full	Hyur	Female
2803	Nervous Girl	Hyur	Female
2804	Nervous Nanny	Hyur	Female
2805	Nezumi Doshin	Hyur	Female
2806	Nezumi Shonin	Hyur	Female
2807	Nicia	Hyur	Female
2808	Northern Scouting Party Dragoon	Hyur	Female
2809	Nuhashir	Hyur	Female
2810	OIC Officer of Arms (Ul'dah)	Hyur	Female
2811	Oblivious Gatherer	Hyur	Female
2812	Ochimi	Hyur	Female
2813	Odila	Hyur	Female
2814	Okiya Proprietress	Hyur	Female
2815	Olvara	Hyur	Female
2816	Oncenedl	Hyur	Female
2817	Onlooker	Hyur	Female
2818	Onyx-haired Maiden	Hyur	Female
2819	Oracle of Light	Hyur	Female
2820	Orella	Hyur	Female
2821	Oriel	Hyur	Female
2822	Osgyth	Hyur	Female
2823	Ourcen	Hyur	Female
2824	Ourdilic	Hyur	Female
2825	Outer Circuit Researcher	Hyur	Female
2826	Ovelin	Hyur	Female
2827	Oyster Hunter	Hyur	Female
2828	Palaka Healer	Hyur	Female
2829	Panicked Villager	Hyur	Female
2830	Parnell	Hyur	Female
2831	Pasareen	Hyur	Female
2832	Peckish Radiant	Hyur	Female
2833	Pedronille	Hyur	Female
2834	Perky Pawnbroker	Hyur	Female
2835	Perplexed Passerby	Hyur	Female
2836	Phillice	Hyur	Female
2837	Philota	Hyur	Female
2838	Pirate's Lackey	Hyur	Female
2839	Plain-spoken Porter	Hyur	Female
2840	Poppaea	Hyur	Female
2841	Preoccupied Alchemist	Hyur	Female
2842	Preoccupied Petticoat	Hyur	Female
2843	Pretentious Heiress	Hyur	Female
2844	Private Clerk	Hyur	Female
2845	Prudence	Hyur	Female
2846	Prudentia	Hyur	Female
2847	Pulmia	Hyur	Female
2848	Pumpkin-headed Apparition	Hyur	Female
2849	Queer Maid	Hyur	Female
2850	Quiet Girl	Hyur	Female
2851	Radiant Host Captain	Hyur	Female
2852	Radiant Host Guard	Hyur	Female
2853	Radlia	Hyur	Female
2854	Ranting Merchant	Hyur	Female
2855	Rashti	Hyur	Female
2856	Raya-O-Senna	Hyur	Female
2857	Raymond's Daughter	Hyur	Female
2858	Raymond's Wife	Hyur	Female
2859	Red-furred Rabbit	Hyur	Female
2860	Red Hitsuji Shonin	Hyur	Female
2861	Red Inoshishi Shonin	Hyur	Female
2862	Red Inu Shonin	Hyur	Female
2863	Red Jongleur	Hyur	Female
2864	Red Tori Shonin	Hyur	Female
2865	Refined Rabbit	Hyur	Female
2866	Refugee Attendant	Hyur	Female
2867	Regana	Hyur	Female
2868	Resistance Fighter's Mother	Hyur	Female
2869	Resistance Historian	Hyur	Female
2870	Resistance Quartermaster	Hyur	Female
2871	Restless Girl	Hyur	Female
2872	Restless Hunter	Hyur	Female
2873	Reyna	Hyur	Female
2874	Rhoswen	Hyur	Female
2875	Rhulmeira	Hyur	Female
2876	Rianne	Hyur	Female
2877	Riled Lass	Hyur	Female
2878	Rising Attendant (2018) (Gridania)	Hyur	Female
2879	Rising Attendant (2018) (Limsa Lominsa)	Hyur	Female
2880	Rising Attendant (2018) (Ul'dah)	Hyur	Female
2881	Rising Vendor (2014)	Hyur	Female
2882	Rising Vendor (2015)	Hyur	Female
2883	Rising Vendor (2016)	Hyur	Female
2884	Rising Vendor (2017)	Hyur	Female
2885	Rising Vendor (2019)	Hyur	Female
2886	Rising Vendor (2020)	Hyur	Female
2887	Rising Vendor (2021)	Hyur	Female
2888	Rising Vendor (2022)	Hyur	Female
2889	Rochilda	Hyur	Female
2890	Rokka	Hyur	Female
2891	Rosa Hawthorne	Hyur	Female
2892	Rosalinde	Hyur	Female
2893	Rose	Hyur	Female
2894	Rose Knight Cook	Hyur	Female
2895	Rosy Rabbit	Hyur	Female
2896	Round Sentry	Hyur	Female
2897	Rowena	Hyur	Female
2898	Rowena's Representative (Matsuba Square)	Hyur	Female
2899	Rowena's Representative (Ul'dah Aetheryte Plaza)	Hyur	Female
2900	Royal Handmaiden (2016)	Hyur	Female
2901	Royal Handmaiden (2017)	Hyur	Female
2902	Royal Handmaiden (2018)	Hyur	Female
2903	Royal Handmaiden (2019) (Emerald Avenue)	Hyur	Female
2904	Royal Handmaiden (2019) (Mih Khetto's Amphitheatre)	Hyur	Female
2905	Royal Handmaiden (2019) (The Drowning Wench)	Hyur	Female
2906	Royal Handmaiden (2020) (Emerald Avenue)	Hyur	Female
2907	Royal Handmaiden (2020) (Mih Khetto's Amphitheatre)	Hyur	Female
2908	Royal Handmaiden (2020) (The Drowning Wench)	Hyur	Female
2909	Royal Handmaiden (2021)	Hyur	Female
2910	Royal Handmaiden (2022)	Hyur	Female
2911	Royal Handmaiden (2023)	Hyur	Female
2912	Royal Palace Guard	Hyur	Female
2913	Royal Servant (2018) (Little Ladies' Day)	Hyur	Female
2914	Royse	Hyur	Female
2915	Ryne	Hyur	Female
2916	Sabina	Hyur	Female
2917	Saethrith	Hyur	Female
2918	Saethryda	Hyur	Female
2919	Saint's Little Helper (2015)	Hyur	Female
2920	Saint's Little Helper (The Goblet)	Hyur	Female
2921	Sanche	Hyur	Female
2922	Sarra	Hyur	Female
2923	Satiated Shopkeep	Hyur	Female
2924	Scarlet	Hyur	Female
2925	Scholarly Woman	Hyur	Female
2926	Scrip Exchange (Chakra Falls)	Hyur	Female
2927	Scrip Exchange (Ferry Docks)	Hyur	Female
2928	Seghuie	Hyur	Female
2929	Sekka	Hyur	Female
2930	Serendipity	Hyur	Female
2931	Serpent Reaver	Hyur	Female
2932	Severa	Hyur	Female
2933	Sharp-eyed Samurai	Hyur	Female
2934	Sharp-witted Girl	Hyur	Female
2935	Shifty Crone	Hyur	Female
2936	Shifty Leatherworker	Hyur	Female
2937	Shifty Merchant	Hyur	Female
2938	Shihoumi	Hyur	Female
2939	Shirabaht	Hyur	Female
2940	Shirakashi	Hyur	Female
2941	Shiranami	Hyur	Female
2942	Shopkeep	Hyur	Female
2943	Shuttle Pilot	Hyur	Female
2944	Shy Maiden	Hyur	Female
2945	Sightly Son	Hyur	Female
2946	Sileas	Hyur	Female
2947	Skeptical Woman	Hyur	Female
2948	Skittish Girl	Hyur	Female
2949	Skysteel Machinist	Hyur	Female
2950	Skywatcher	Hyur	Female
2951	Skywatcher (Sharlayan Hamlet)	Hyur	Female
2952	Slight Soldier	Hyur	Female
2953	Slinky Associate	Hyur	Female
2954	Smiling Seminarian	Hyur	Female
2955	Solina	Hyur	Female
2956	Somber Sibling	Hyur	Female
2957	Somerhild	Hyur	Female
2958	Son of Saint Coinach	Hyur	Female
2959	Sorcha	Hyur	Female
2960	Spagyrics Chirurgeon	Hyur	Female
2961	Spirited Alchemist	Hyur	Female
2962	Spirited Stonecutter	Hyur	Female
2963	Splendors Vendor (Radz-at-Han)	Hyur	Female
2964	Sristialla	Hyur	Female
2965	Stacia	Hyur	Female
2966	Stalwart Saltwife	Hyur	Female
2967	Starlight Celebration Crier (2014) (Lavender Beds)	Hyur	Female
2968	Starlight Celebration Crier (2014) (Mist)	Hyur	Female
2969	Starlight Celebration Crier (2014) (The Goblet)	Hyur	Female
2970	Starlight Supplier (2013) (Gridania)	Hyur	Female
2971	Starlight Supplier (2013) (Limsa Lominsa)	Hyur	Female
2972	Starlight Supplier (2013) (Ul'dah)	Hyur	Female
2973	Starstruck Fan	Hyur	Female
2974	Stern Huntress	Hyur	Female
2975	Storm Blacksmith (Hyur)	Hyur	Female
2976	Storm Flyer	Hyur	Female
2977	Storm Marauder	Hyur	Female
2978	Storm Marauder (Hyur B)	Hyur	Female
2979	Storm Private (Maelstrom Command)	Hyur	Female
2980	Strange Child	Hyur	Female
2981	Strapping Lass	Hyur	Female
2982	Strong-willed Wife	Hyur	Female
2983	Studium Staff	Hyur	Female
2984	Sullen Girl	Hyur	Female
2985	Sullen Woman	Hyur	Female
2986	Sunbaked Madam	Hyur	Female
2987	Superstitious Woman	Hyur	Female
2988	Suspicious-looking Midwife	Hyur	Female
2989	Suspicious-looking Milkmaid	Hyur	Female
2990	Suspicious Stalker	Hyur	Female
2991	Swetelove	Hyur	Female
2992	Swethyna	Hyur	Female
2993	Sybell	Hyur	Female
2994	Syele	Hyur	Female
2995	Sylphie	Hyur	Female
2996	Sylvie	Hyur	Female
2997	Syndony	Hyur	Female
2998	Synnove	Hyur	Female
2999	Tack & Feed Trader	Hyur	Female
3000	Taggy	Hyur	Female
3001	Tattooed Apothecary	Hyur	Female
3002	Tatty Townswoman	Hyur	Female
3003	Teahouse Serving Girl	Hyur	Female
3004	Temanie	Hyur	Female
3005	Terrified Villager	Hyur	Female
3006	Tesleen	Hyur	Female
3007	Testy Trader	Hyur	Female
3008	Tetchy Treasure Hunter	Hyur	Female
3009	The Second Demiurge	Hyur	Female
3010	Thenoise	Hyur	Female
3011	Thinda	Hyur	Female
3012	Tierney	Hyur	Female
3013	Tieve	Hyur	Female
3014	Tilda	Hyur	Female
3015	Tori Doshin	Hyur	Female
3016	Trapped Woman	Hyur	Female
3017	Traveling Merchant (Tailfeather)	Hyur	Female
3018	Traveling Trader (Bentbranch Meadows)	Hyur	Female
3019	Trialla	Hyur	Female
3020	Triple Triad Master	Hyur	Female
3021	Triple Triad Trader (Entrance Square)	Hyur	Female
3022	Triple Triad Trader (Main Counter)	Hyur	Female
3023	Troubled Maiden	Hyur	Female
3024	Tsubame	Hyur	Female
3025	Tsurubami	Hyur	Female
3026	U	Hyur	Female
3027	Ul'dahn Delegate	Hyur	Female
3028	Ul'dahn Naturalist	Hyur	Female
3029	Ulaa	Hyur	Female
3030	Ulmie	Hyur	Female
3031	Uma Bugyo	Hyur	Female
3032	Ume	Hyur	Female
3033	Unamused Lass	Hyur	Female
3034	Uncanny Illusionist (2015) (Ebony Stalls)	Hyur	Female
3035	Unei	Hyur	Female
3036	Unnerved Civilian	Hyur	Female
3037	Unoccupied Citizen	Hyur	Female
3038	Urake	Hyur	Female
3039	Ursula	Hyur	Female
3040	Usagi Doshin (Ul'dah)	Hyur	Female
3041	Usagi Shonin	Hyur	Female
3042	Ushi Doshin	Hyur	Female
3043	Ushi Shonin	Hyur	Female
3044	Uto	Hyur	Female
3045	Varsra	Hyur	Female
3046	Veleda	Hyur	Female
3047	Vermilion-furred Rabbit	Hyur	Female
3048	Vibrant Villager	Hyur	Female
3049	Village Mender	Hyur	Female
3050	Village Merchant	Hyur	Female
3051	Village Merchant & Mender	Hyur	Female
3052	Villager Woman	Hyur	Female
3053	Vipsania	Hyur	Female
3054	Vishbaht	Hyur	Female
3055	Vishryde	Hyur	Female
3056	Waka	Hyur	Female
3057	Wake Doctor	Hyur	Female
3058	Warmhearted Woman	Hyur	Female
3059	Watchful Radiant	Hyur	Female
3060	Weary Mother	Hyur	Female
3061	Well-dressed Attendant	Hyur	Female
3062	Well-dressed Lass	Hyur	Female
3063	Well-equipped Adventurer	Hyur	Female
3064	Well-informed Adventurer (2020) (Mih Khetto's Amphitheatre)	Hyur	Female
3065	Well-informed Adventurer (2021) (Mih Khetto's Amphitheatre)	Hyur	Female
3066	Well-informed Adventurer (2022) (Mih Khetto's Amphitheatre)	Hyur	Female
3067	Well-mannered Woman	Hyur	Female
3068	Well-meaning Mother	Hyur	Female
3069	Wenyld	Hyur	Female
3070	Werbyrgh	Hyur	Female
3071	West-end Girl	Hyur	Female
3072	Wide-eyed Child	Hyur	Female
3073	Wide-eyed Girl	Hyur	Female
3074	Willmott	Hyur	Female
3075	Willowy Noblewoman	Hyur	Female
3076	Wilmetta	Hyur	Female
3077	Winsome Girl	Hyur	Female
3078	Wise Woman	Hyur	Female
3079	Wishful Woman	Hyur	Female
3080	Withdrawn Woman	Hyur	Female
3081	Wlveva	Hyur	Female
3082	Worried Matron	Hyur	Female
3083	Worried Waif	Hyur	Female
3084	Worried Woman	Hyur	Female
3085	Wounded Fighter	Hyur	Female
3086	Wounded Survivor	Hyur	Female
3087	Wrathful Resident	Hyur	Female
3088	Wulfiue	Hyur	Female
3089	Yahsra	Hyur	Female
3090	Yda	Hyur	Female
3091	Yedjina	Hyur	Female
3092	Yedythe	Hyur	Female
3093	Ymanie	Hyur	Female
3094	Yomogi	Hyur	Female
3095	Yotsuyu	Hyur	Female
3096	Young Astrologian	Hyur	Female
3097	Youthful Chicken	Hyur	Female
3098	Youthful Handler	Hyur	Female
3099	Ysabel Hawthorne	Hyur	Female
3100	Zero	Hyur	Female
3101	Zeymeira	Hyur	Female
3102	1st Legion Centurion	Elezen	Male
3103	3rd Legion Centurion	Elezen	Male
3104	3rd Unit Bowman	Elezen	Male
3105	3rd Unit Lancer	Elezen	Male
3106	4th Unit Brave	Elezen	Male
3107	6th Legion Soldier	Elezen	Male
3108	Accused Knight	Elezen	Male
3109	Addled Amaurotine	Elezen	Male
3110	Adelphel	Elezen	Male
3111	Administrative Clerk	Elezen	Male
3112	Adventurers' Guild Investigator (2016)	Elezen	Male
3113	Adventurers' Guild Investigator (2022)	Elezen	Male
3114	Aeglyffe	Elezen	Male
3115	Aimebert	Elezen	Male
3116	Airship Ticketer (Airship Landing)	Elezen	Male
3117	Airship Ticketer (Airship Landing) (The Pillars)	Elezen	Male
3118	Airship Ticketer (The Pillars)	Elezen	Male
3119	Aiscar	Elezen	Male
3120	Akadaemia Academic	Elezen	Male
3121	Akadaemia Researcher	Elezen	Male
3122	Akadaemia Researcher 1 (What's in a Name?)	Elezen	Male
3123	Akadaemia Researcher 2 (What's in a Name?)	Elezen	Male
3124	Alaimbert of the Spiked Butt	Elezen	Male
3125	Alamenain	Elezen	Male
3126	Albeleo	Elezen	Male
3127	Alderique	Elezen	Male
3128	Alexois	Elezen	Male
3129	Alexondre	Elezen	Male
3130	Alkaios	Elezen	Male
3131	All Saints' Wake Crier (Limsa)	Elezen	Male
3132	Alphinaud	Elezen	Male
3133	Amaurotine Firebrand	Elezen	Male
3134	Ambarth	Elezen	Male
3135	Amelain	Elezen	Male
3136	Amiable Apothecary	Elezen	Male
3137	Anagnorisis Beastkeeper	Elezen	Male
3138	Ancient Spirit	Elezen	Male
3139	Anguished Spirit	Elezen	Male
3140	Angular Adventurer	Elezen	Male
3141	Annoyed Knight	Elezen	Male
3142	Ansaulme	Elezen	Male
3143	Antoinaut	Elezen	Male
3144	Anxious Amaurotine	Elezen	Male
3145	Anxious Crystarium Guard	Elezen	Male
3146	Apathetic Porter	Elezen	Male
3147	Approachable Amaurotine	Elezen	Male
3148	Approachable Archivist	Elezen	Male
3149	Arc Guard	Elezen	Male
3150	Archeion Custodian	Elezen	Male
3151	Archevauliere	Elezen	Male
3152	Archombadin	Elezen	Male
3153	Ardolain	Elezen	Male
3154	Armed Escort	Elezen	Male
3155	Arms Supplier & Mender (Upper Paths)	Elezen	Male
3156	Arnoulain	Elezen	Male
3157	Arthilbur	Elezen	Male
3158	Arthurioux	Elezen	Male
3159	Artless Dodger	Elezen	Male
3160	Artoirel	Elezen	Male
3161	Astidien	Elezen	Male
3162	Aubierault	Elezen	Male
3163	Aubrenard	Elezen	Male
3164	Augustiniel	Elezen	Male
3165	Auphiliot	Elezen	Male
3166	Aurifort of the Three Clubs	Elezen	Male
3167	Aurvael	Elezen	Male
3168	Avian Observer	Elezen	Male
3169	Avian Specialist	Elezen	Male
3170	Aymeric	Elezen	Male
3171	Aytienne	Elezen	Male
3172	Bamponcet	Elezen	Male
3173	Baptistaux	Elezen	Male
3174	Barnabaix	Elezen	Male
3175	Barnabontant	Elezen	Male
3176	Barnier	Elezen	Male
3177	Barthovieu	Elezen	Male
3178	Bashful Boy	Elezen	Male
3179	Basildere	Elezen	Male
3180	Basyle	Elezen	Male
3181	Baucharldaire	Elezen	Male
3182	Baurendouin de Haillenarte	Elezen	Male
3183	Bauricoin	Elezen	Male
3184	Beatin	Elezen	Male
3185	Beaudefoin	Elezen	Male
3186	Bedraggled Commoner	Elezen	Male
3187	Befuddled Commoner	Elezen	Male
3188	Beggarly Fellow	Elezen	Male
3189	Begrimed Commoner	Elezen	Male
3190	Belligerent Broker	Elezen	Male
3191	Beltardois	Elezen	Male
3192	Benathaire	Elezen	Male
3193	Beneficent Botanist	Elezen	Male
3194	Berengeoit	Elezen	Male
3195	Bertennant	Elezen	Male
3196	Bion	Elezen	Male
3197	Bitter Ancient	Elezen	Male
3198	Bitter Knight	Elezen	Male
3199	Black-robed Man	Elezen	Male
3200	Black Rabbit Trader	Elezen	Male
3201	Blamprest	Elezen	Male
3202	Blasphemy Huntmaster	Elezen	Male
3203	Blessed Man	Elezen	Male
3204	Blissful Bather	Elezen	Male
3205	Bloisirant	Elezen	Male
3206	Blond-haired Man	Elezen	Male
3207	Blue-haired Observer	Elezen	Male
3208	Bohemondas	Elezen	Male
3209	Boiselont	Elezen	Male
3210	Boisterous Bather	Elezen	Male
3211	Bonifoix	Elezen	Male
3212	Boorish Banneret	Elezen	Male
3213	Boorish Bowman	Elezen	Male
3214	Borlent	Elezen	Male
3215	Bothered Bowman	Elezen	Male
3216	Boughbury Trader	Elezen	Male
3217	Braitognieux	Elezen	Male
3218	Brawny Knight	Elezen	Male
3219	Brazen Boy	Elezen	Male
3220	Brazen Outlaw	Elezen	Male
3221	Breaking Bowyer	Elezen	Male
3222	Briannaix	Elezen	Male
3223	Briardien	Elezen	Male
3224	Bricelt	Elezen	Male
3225	Bright Boy	Elezen	Male
3226	Brucemont	Elezen	Male
3227	Brume Beggar	Elezen	Male
3228	Brume Elder	Elezen	Male
3229	Brunadier	Elezen	Male
3230	Bruvagnon	Elezen	Male
3231	Bureau Attendant	Elezen	Male
3232	Bureau Provisioner	Elezen	Male
3233	Bureau Reconditioner	Elezen	Male
3234	Cahernaut	Elezen	Male
3235	Calamity Salvager (Mih Khetto's Amphitheatre)	Elezen	Male
3236	Calm Observer	Elezen	Male
3237	Camillain	Elezen	Male
3238	Capitol Attendant	Elezen	Male
3239	Captive	Elezen	Male
3240	Captive Soul (A)	Elezen	Male
3241	Captive Soul (Ballroom 1C)	Elezen	Male
3242	Captive Soul (Ballroom 1F)	Elezen	Male
3243	Captive Soul (Ballroom 2F)	Elezen	Male
3244	Captive Soul (Ballroom 2G)	Elezen	Male
3245	Captive Soul (Ballroom 2J)	Elezen	Male
3246	Captive Soul (Ballroom 2N)	Elezen	Male
3247	Captive Soul (Ballroom 3C)	Elezen	Male
3248	Captive Soul (Ballroom 3J)	Elezen	Male
3249	Caravan Guard	Elezen	Male
3250	Caravan Merchant	Elezen	Male
3251	Carefree Observer	Elezen	Male
3252	Cargo Ship Helmsman	Elezen	Male
3253	Caribault	Elezen	Male
3254	Carrilaut	Elezen	Male
3255	Carvallain	Elezen	Male
3256	Castellaint	Elezen	Male
3257	Cato Mammula	Elezen	Male
3258	Cautious Adventurer	Elezen	Male
3259	Cedrepierre	Elezen	Male
3260	Celestaux	Elezen	Male
3261	Celestoix	Elezen	Male
3262	Chalberon	Elezen	Male
3263	Chamberliaux	Elezen	Male
3264	Chansteloup	Elezen	Male
3265	Charibert	Elezen	Male
3266	Charlemend	Elezen	Male
3267	Charlemend de Durendaire	Elezen	Male
3268	Charmed Citizen	Elezen	Male
3269	Chastising Chicken	Elezen	Male
3270	Chaunollet	Elezen	Male
3271	Chilpareux	Elezen	Male
3272	Chipper Chap	Elezen	Male
3273	Chocobokeep (Aporia)	Elezen	Male
3274	Chocobokeep (Camp Cloudtop)	Elezen	Male
3275	Chocobokeep (Camp Dragonhead)	Elezen	Male
3276	Chocobokeep (Falcon's Nest)	Elezen	Male
3277	Chocobokeep (Foundation)	Elezen	Male
3278	Chocobokeep (Greentear)	Elezen	Male
3279	Chocobokeep (Liberty Gate)	Elezen	Male
3280	Chocobokeep (Regio Urbanissima)	Elezen	Male
3281	Chocobokeep (Sharlayan Hamlet)	Elezen	Male
3282	Chocobokeep (The Smoldering Wastes)	Elezen	Male
3283	Chocobokeep (Whitebrim Front)	Elezen	Male
3284	Cimeaurant	Elezen	Male
3285	Clementain	Elezen	Male
3286	Clever Kid	Elezen	Male
3287	Cloned Elezen	Elezen	Male
3288	Clotairion	Elezen	Male
3289	Cointiliaud	Elezen	Male
3290	Colbernoux	Elezen	Male
3291	Cold-eyed Knight	Elezen	Male
3292	Combat Concept Observer	Elezen	Male
3293	Commander	Elezen	Male
3294	Company Tragedian	Elezen	Male
3295	Concept Clerk	Elezen	Male
3296	Confounded Carpenter	Elezen	Male
3297	Confused Conjurer	Elezen	Male
3298	Constaint	Elezen	Male
3299	Contemplative Student	Elezen	Male
3300	Contented Patient	Elezen	Male
3301	Convictor Banneret	Elezen	Male
3302	Convictor Bowman	Elezen	Male
3303	Convictor Knight	Elezen	Male
3304	Corentiaux	Elezen	Male
3305	Coultenet	Elezen	Male
3306	Coultenet the Cultured	Elezen	Male
3307	Count Baurendouin de Haillenarte	Elezen	Male
3308	Count Edmont de Fortemps	Elezen	Male
3309	Count de Durendaire	Elezen	Male
3310	Crammevoix	Elezen	Male
3311	Cravellin	Elezen	Male
3312	Crystal Caravan Ventriloquist	Elezen	Male
3313	Crystarium Citizen	Elezen	Male
3314	Crystarium Man	Elezen	Male
3315	Crystarium Officer	Elezen	Male
3316	Crystarium Scout	Elezen	Male
3317	Cultured Collector	Elezen	Male
3318	Damielliot	Elezen	Male
3319	Dantounuel	Elezen	Male
3320	Daranmert	Elezen	Male
3321	Dariustel	Elezen	Male
3322	Dark-haired Man	Elezen	Male
3323	Dawkes	Elezen	Male
3324	Debate Facilitator	Elezen	Male
3325	Decimus	Elezen	Male
3326	Delboisse	Elezen	Male
3327	Delirious Duskwight	Elezen	Male
3328	Dellemont	Elezen	Male
3329	Demokritos	Elezen	Male
3330	Depraved Poacher	Elezen	Male
3331	Determined Bibliothec	Elezen	Male
3332	Deukalion	Elezen	Male
3333	Dignified Indigent	Elezen	Male
3334	Diligent Manservant	Elezen	Male
3335	Diplomatic Ancient One	Elezen	Male
3336	Discomposed Carpenter	Elezen	Male
3337	Disillusioned Lord	Elezen	Male
3338	Dispirited Boy	Elezen	Male
3339	Distressed Ancient One	Elezen	Male
3340	Dominiac	Elezen	Male
3341	Domitien	Elezen	Male
3342	Doros	Elezen	Male
3343	Dossennus	Elezen	Male
3344	Doting Dad	Elezen	Male
3345	Dreaming Spirit	Elezen	Male
3346	Drenieldan	Elezen	Male
3347	Drill Instructor	Elezen	Male
3348	Drillemont	Elezen	Male
3349	Drividot	Elezen	Male
3350	Drunken Duskwight	Elezen	Male
3351	Drunken Knight	Elezen	Male
3352	Dubious Dandy	Elezen	Male
3353	Duchesnelt	Elezen	Male
3354	Duimessand	Elezen	Male
3355	Duremert	Elezen	Male
3356	Duskwight	Elezen	Male
3357	Dutiful Spirit	Elezen	Male
3358	Duvicauroix	Elezen	Male
3359	Eager Adventurer	Elezen	Male
3360	Eager Attendant	Elezen	Male
3361	Earnest Clergyman	Elezen	Male
3362	Earnest House Fortemps Knight	Elezen	Male
3363	Earnest Observer	Elezen	Male
3364	East-end Boy	Elezen	Male
3365	Ebrelnaux	Elezen	Male
3366	Eirlalth	Elezen	Male
